date,observer,site,plot,quadrat,id,1_pa,2_pa,3_pa,4_pa,5_pa,6_pa,7_pa,8_pa,9_pa,cover,notes
9/11/2016,Pandora Holliday,s4,9,3,VULMYU,0,0,0,0,0,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,9,3,Fat seed wallaby,0,0,0,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,9,3,Ringed Wallaby grass,0,0,0,0,0,0,0,1,1,5,
9/11/2016,Pandora Holliday,s4,9,3,Litter,0,0,0,0,0,0,0,0,0,65,
9/11/2016,Pandora Holliday,s4,9,3,Bareground,0,0,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,9,4,AUSSCA,0,1,1,1,1,0,0,0,0,10,
9/11/2016,Pandora Holliday,s4,9,4,BRORUB,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,9,4,TRISUB,1,1,1,1,1,1,1,1,1,85,
9/11/2016,Pandora Holliday,s4,9,4,VULMYU,1,1,1,1,1,1,1,1,1,65,
9/11/2016,Pandora Holliday,s4,9,4,Red grass,1,1,1,1,0,1,1,1,1,30,
9/11/2016,Pandora Holliday,s4,9,4,Hairy flatweed,1,1,1,1,0,1,1,0,1,6,
9/11/2016,Pandora Holliday,s4,9,4,Ringed Wallaby grass,1,1,1,1,1,1,0,0,0,10,
9/11/2016,Pandora Holliday,s4,9,4,Smooth flatweed,0,0,1,0,0,0,0,1,0,3,
9/11/2016,Pandora Holliday,s4,9,4,Sorrel,0,0,1,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,9,4,Aira,0,0,0,0,0,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,9,4,Litter,0,0,0,0,0,0,0,0,0,80,
9/11/2016,Pandora Holliday,s4,10,1,TRISUB,1,1,1,1,1,1,1,1,1,75,
9/11/2016,Pandora Holliday,s4,10,1,Aira,1,1,1,1,1,1,1,1,1,70,
9/11/2016,Pandora Holliday,s4,10,1,Hairy flatweed,1,1,1,1,1,1,1,1,1,20,
9/11/2016,Pandora Holliday,s4,10,1,AUSSCA,1,1,1,1,0,1,1,1,1,25,
9/11/2016,Pandora Holliday,s4,10,1,Flat grass,1,0,0,0,0,0,0,0,0,2,
9/11/2016,Pandora Holliday,s4,10,1,BRORUB,1,0,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,10,1,Small cranesbill,1,1,1,0,1,0,1,1,0,3,
9/11/2016,Pandora Holliday,s4,10,1,BROHOR,1,0,0,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,10,1,Ringed Wallaby grass,0,1,0,0,0,0,0,0,0,2,
9/11/2016,Pandora Holliday,s4,10,1,TRIARV,0,0,1,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,10,1,Hairy panic,0,0,1,0,0,1,0,1,1,10,
9/11/2016,Pandora Holliday,s4,10,1,Smooth flatweed,0,0,0,1,1,1,1,0,1,5,
9/11/2016,Pandora Holliday,s4,10,1,tiny dumpling seeds,0,0,0,0,1,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,10,1,Red grass,0,0,0,0,0,0,1,0,1,6,
9/11/2016,Pandora Holliday,s4,10,1,Ferny cranesbill,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,10,1,Bareground,0,0,0,0,0,0,0,0,0,20,
9/11/2016,Pandora Holliday,s4,10,1,Litter,0,0,0,0,0,0,0,0,0,20,
9/11/2016,Pandora Holliday,s4,10,2,Aira,1,1,1,1,1,1,1,1,1,70,
9/11/2016,Pandora Holliday,s4,10,2,AUSSCA,1,1,1,1,1,1,1,1,1,30,
9/11/2016,Pandora Holliday,s4,10,2,TRISUB,1,1,1,1,1,1,1,1,1,20,
9/11/2016,Pandora Holliday,s4,10,2,VULMYU,1,1,1,1,1,1,1,1,1,8,
9/11/2016,Pandora Holliday,s4,10,2,Hairy flatweed,1,1,1,1,1,1,1,1,0,2,
9/11/2016,Pandora Holliday,s4,10,2,TRIGLOM,0,1,0,0,0,0,0,1,1,1,
9/11/2016,Pandora Holliday,s4,10,2,TRIARV,0,1,0,0,1,0,1,1,1,1,
9/11/2016,Pandora Holliday,s4,10,2,Ferny cranesbill,0,1,0,0,0,0,1,0,1,1,
9/11/2016,Pandora Holliday,s4,10,2,Smooth flatweed,0,1,1,1,1,1,0,1,1,2,
9/11/2016,Pandora Holliday,s4,10,2,Hairy panic,0,0,1,0,0,0,0,0,0,2,
9/11/2016,Pandora Holliday,s4,10,2,Small cranesbill,0,0,0,0,0,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,10,2,Ringed Wallaby grass,0,0,0,0,0,1,0,1,0,1,
9/11/2016,Pandora Holliday,s4,10,2,Fine tooth long leaf forb,0,0,0,0,0,0,0,1,1,2,
9/11/2016,Pandora Holliday,s4,10,2,tiny dumpling seeds,0,0,0,0,0,0,0,1,0,1,
9/11/2016,Pandora Holliday,s4,10,2,Skeleton weed,0,0,0,0,0,0,0,1,0,1,
9/11/2016,Pandora Holliday,s4,10,2,Crassula,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,10,2,Litter,0,0,0,0,0,0,0,0,0,85,
9/11/2016,Pandora Holliday,s4,10,2,Bareground,0,0,0,0,0,0,0,0,0,15,
9/11/2016,Pandora Holliday,s4,10,3,BROHOR,1,0,0,1,0,0,1,0,0,5,
9/11/2016,Pandora Holliday,s4,10,3,AUSSCA,1,1,1,0,1,1,0,1,1,6,
9/11/2016,Pandora Holliday,s4,10,3,Aira,1,1,1,1,1,1,1,0,0,50,
9/11/2016,Pandora Holliday,s4,10,3,TRISUB,1,1,1,1,1,1,1,1,1,80,
9/11/2016,Pandora Holliday,s4,10,3,Red grass,1,1,1,1,1,1,1,1,1,60,
9/11/2016,Pandora Holliday,s4,10,3,VULMYU,1,1,1,1,1,1,1,1,1,45,
9/11/2016,Pandora Holliday,s4,10,3,Hairy flatweed,1,1,1,1,1,1,1,1,1,7,
9/11/2016,Pandora Holliday,s4,10,3,Smooth flatweed,1,1,0,0,0,0,1,1,1,5,
9/11/2016,Pandora Holliday,s4,10,3,TRIARV,1,1,1,1,0,0,1,0,0,5,
9/11/2016,Pandora Holliday,s4,10,3,TRIGLOM,1,1,0,0,0,0,1,0,0,3,
9/11/2016,Pandora Holliday,s4,10,3,Small cranesbill,1,1,1,1,1,0,1,1,0,4,
9/11/2016,Pandora Holliday,s4,10,3,Hairless tussock,0,0,1,1,0,0,0,0,0,2,same as 8/11/16
9/11/2016,Pandora Holliday,s4,10,3,BRORUB,0,0,0,1,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,10,3,Ferny cranesbill,0,0,0,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,10,3,Wheat grass,0,0,0,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,10,3,Litter,0,0,0,0,0,0,0,0,0,78,
9/11/2016,Pandora Holliday,s4,10,4,AUSSCA,1,1,1,0,1,1,0,1,1,10,
9/11/2016,Pandora Holliday,s4,10,4,Aira,1,1,1,1,1,1,1,1,1,30,
9/11/2016,Pandora Holliday,s4,10,4,VULMYU,1,1,1,1,1,1,1,1,1,15,
9/11/2016,Pandora Holliday,s4,10,4,Smooth flatweed,1,1,0,1,1,1,0,1,1,3,
9/11/2016,Pandora Holliday,s4,10,4,Red grass,1,0,0,0,1,1,0,1,1,8,
9/11/2016,Pandora Holliday,s4,10,4,Hairy panic,1,0,1,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,10,4,TRIGLOM,1,0,1,1,0,0,1,0,1,1,
9/11/2016,Pandora Holliday,s4,10,4,Hairy flatweed,0,1,0,1,0,0,1,1,1,6,
9/11/2016,Pandora Holliday,s4,10,4,Crassula,0,1,0,1,1,0,0,0,0,2,
9/11/2016,Pandora Holliday,s4,10,4,Pattersons curse,0,1,1,0,0,0,0,0,0,3,
9/11/2016,Pandora Holliday,s4,10,4,BROHOR,0,1,1,0,0,1,0,1,1,1,
9/11/2016,Pandora Holliday,s4,10,4,tiny dumpling seeds,0,0,0,1,1,0,0,0,0,2,
9/11/2016,Pandora Holliday,s4,10,4,TRIARV,0,0,0,1,1,1,1,1,1,6,
9/11/2016,Pandora Holliday,s4,10,4,Cud weed,0,0,0,1,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,10,4,TRISUB,0,0,0,0,1,0,1,0,0,2,
9/11/2016,Pandora Holliday,s4,10,4,Ferny cranesbill,0,0,0,0,0,1,0,0,1,2,
9/11/2016,Pandora Holliday,s4,10,4,Small cranesbill,0,0,0,0,0,0,1,0,1,2,
9/11/2016,Pandora Holliday,s4,10,4,Litter,0,0,0,0,0,0,0,0,0,75,
9/11/2016,Pandora Holliday,s4,10,4,Bareground,0,0,0,0,0,0,0,0,0,25,
9/11/2016,Pandora Holliday,s4,1,1,BROHOR,1,1,1,1,1,1,1,1,1,25,
9/11/2016,Pandora Holliday,s4,1,1,Hairy flatweed,1,1,1,1,1,1,1,1,1,60,
9/11/2016,Pandora Holliday,s4,1,1,BRORUB,1,1,1,0,0,1,1,0,0,3,
9/11/2016,Pandora Holliday,s4,1,1,Aira,1,1,1,1,1,1,1,1,1,60,
9/11/2016,Pandora Holliday,s4,1,1,TRISUB,1,1,1,1,1,1,1,1,1,30,
9/11/2016,Pandora Holliday,s4,1,1,Skeleton weed,1,0,0,0,0,0,0,0,0,5,
9/11/2016,Pandora Holliday,s4,1,1,AUSSCA,1,1,1,1,1,1,1,1,1,40,
9/11/2016,Pandora Holliday,s4,1,1,TRIARV,1,1,1,1,1,1,1,1,1,5,
9/11/2016,Pandora Holliday,s4,1,1,Purple node,0,1,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,1,1,Small cranesbill,0,1,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,1,1,TRIGLOM,0,1,1,0,0,0,0,1,0,5,
9/11/2016,Pandora Holliday,s4,1,1,Red grass,0,1,1,1,1,0,1,0,1,10,
9/11/2016,Pandora Holliday,s4,1,1,Ringed Wallaby grass,0,1,0,0,1,0,0,0,0,3,
9/11/2016,Pandora Holliday,s4,1,1,Smooth flatweed,0,0,1,0,0,1,1,0,1,10,
9/11/2016,Pandora Holliday,s4,1,1,Fire weed,0,0,0,1,1,0,1,1,0,6,
9/11/2016,Pandora Holliday,s4,1,1,Litter,0,0,0,0,0,0,0,0,0,75,
9/11/2016,Pandora Holliday,s4,1,2,?,0,0,0,0,0,0,0,0,0,,
9/11/2016,Pandora Holliday,s4,1,3,Hairy flatweed,0,1,1,0,1,1,1,1,1,25,
9/11/2016,Pandora Holliday,s4,1,3,AUSSCA,0,0,1,1,1,1,0,1,1,10,
9/11/2016,Pandora Holliday,s4,1,3,VULMYU,1,1,1,1,1,1,1,1,1,10,
9/11/2016,Pandora Holliday,s4,1,3,Smooth flatweed,1,1,1,1,1,1,1,1,1,30,
9/11/2016,Pandora Holliday,s4,1,3,Fire weed,1,1,1,1,0,0,1,0,1,5,
9/11/2016,Pandora Holliday,s4,1,3,Lomandra,1,0,0,1,0,0,0,0,0,5,
9/11/2016,Pandora Holliday,s4,1,3,Ringed Wallaby grass,1,1,1,1,1,1,1,1,1,10,
9/11/2016,Pandora Holliday,s4,1,3,TRISUB,1,1,1,0,1,1,0,0,0,6,
9/11/2016,Pandora Holliday,s4,1,3,TRIARV,1,1,1,0,0,0,0,0,0,3,
9/11/2016,Pandora Holliday,s4,1,3,Wheat grass,0,0,0,1,1,0,0,1,1,5,
9/11/2016,Pandora Holliday,s4,1,3,Fat seed wallaby,1,0,0,0,1,0,0,1,0,10,
9/11/2016,Pandora Holliday,s4,1,3,TRIGLOM,1,0,1,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,1,3,BROHOR,0,0,0,0,1,0,0,1,0,2,
9/11/2016,Pandora Holliday,s4,1,3,Hairy panic,0,0,0,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,1,3,Aira,0,0,0,0,0,0,0,1,1,1,
9/11/2016,Pandora Holliday,s4,1,3,Litter,0,0,0,0,0,0,0,0,0,80,
9/11/2016,Pandora Holliday,s4,1,4,VULMYU,1,1,1,1,1,1,1,1,1,35,
9/11/2016,Pandora Holliday,s4,1,4,Hairy flatweed,1,1,1,1,1,1,1,1,1,60,
9/11/2016,Pandora Holliday,s4,1,4,TRISUB,1,1,1,1,1,1,1,1,1,25,
9/11/2016,Pandora Holliday,s4,1,4,Lomandra,1,1,0,0,0,0,1,0,0,8,
9/11/2016,Pandora Holliday,s4,1,4,Wheat grass,1,1,1,1,0,1,1,1,0,2,
9/11/2016,Pandora Holliday,s4,1,4,Purple node,0,1,1,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,1,4,Smooth flatweed,1,0,0,0,0,0,0,1,0,6,
9/11/2016,Pandora Holliday,s4,1,4,Ringed Wallaby grass,1,1,1,1,0,0,0,0,0,7,
9/11/2016,Pandora Holliday,s4,1,4,TRIARV,1,0,0,1,1,0,0,0,0,3,
9/11/2016,Pandora Holliday,s4,1,4,AUSSCA,1,0,0,1,0,0,0,0,0,7,
9/11/2016,Pandora Holliday,s4,1,4,BROHOR,0,0,1,0,1,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,1,4,Fire weed,0,0,0,1,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,1,4,Red grass,0,0,0,0,0,0,0,0,1,8,
9/11/2016,Pandora Holliday,s4,1,4,tiny dumpling seeds,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,1,4,Litter,0,0,0,0,0,0,0,0,0,80,
9/11/2016,Pandora Holliday,s4,2,1,Aira,1,1,1,1,1,1,1,1,1,40,
9/11/2016,Pandora Holliday,s4,2,1,VULMYU,1,1,1,1,1,1,1,1,1,80,
9/11/2016,Pandora Holliday,s4,2,1,TRISUB,1,1,1,1,1,1,1,1,1,40,
9/11/2016,Pandora Holliday,s4,2,1,TRIARV,1,1,1,1,1,1,1,1,1,50,
9/11/2016,Pandora Holliday,s4,2,1,Red grass,1,1,1,1,0,0,0,0,0,25,
9/11/2016,Pandora Holliday,s4,2,1,Hairy flatweed,1,0,0,0,1,1,1,1,0,5,
9/11/2016,Pandora Holliday,s4,2,1,Fire weed,1,0,0,0,0,0,0,0,0,2,
9/11/2016,Pandora Holliday,s4,2,1,TRIGLOM,1,1,0,0,0,1,1,0,1,1,
9/11/2016,Pandora Holliday,s4,2,1,Ringed Wallaby grass,1,0,1,1,1,1,0,1,1,35,
9/11/2016,Pandora Holliday,s4,2,1,Hairy panic,0,1,0,1,1,0,1,1,0,30,
9/11/2016,Pandora Holliday,s4,2,1,AUSSCA,0,0,1,0,0,0,0,1,1,5,
9/11/2016,Pandora Holliday,s4,2,1,Small cranesbill,0,0,1,0,0,0,1,1,0,1,
9/11/2016,Pandora Holliday,s4,2,1,Hairless tussock,0,0,0,1,0,0,1,0,0,6,
9/11/2016,Pandora Holliday,s4,2,1,Big leaf cranesbill,0,0,0,0,1,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,2,1,tiny dumpling seeds,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,2,1,Litter,0,0,0,0,0,0,0,0,0,78,
9/11/2016,Pandora Holliday,s4,2,2,Sorrel,1,1,1,1,1,1,1,1,1,50,
9/11/2016,Pandora Holliday,s4,2,2,AUSSCA,0,0,0,1,0,0,1,0,0,3,
9/11/2016,Pandora Holliday,s4,2,2,VULMYU,1,1,1,1,1,1,1,1,1,30,
9/11/2016,Pandora Holliday,s4,2,2,TRISUB,1,1,1,1,1,1,1,1,1,35,
9/11/2016,Pandora Holliday,s4,2,2,Aira,1,0,0,1,0,1,1,1,0,4,
9/11/2016,Pandora Holliday,s4,2,2,Hairy flatweed,1,1,1,1,1,1,1,1,1,25,
9/11/2016,Pandora Holliday,s4,2,2,Ringed Wallaby grass,1,1,0,1,1,0,1,1,0,20,
9/11/2016,Pandora Holliday,s4,2,2,TRIARV,1,0,1,1,0,1,0,0,1,1,
9/11/2016,Pandora Holliday,s4,2,2,BRORUB,0,1,1,0,1,1,0,0,1,4,
9/11/2016,Pandora Holliday,s4,2,2,Fire weed,0,0,1,1,0,0,0,1,0,2,
9/11/2016,Pandora Holliday,s4,2,2,Wheat grass,0,0,0,0,1,1,0,1,1,6,
9/11/2016,Pandora Holliday,s4,2,2,Smooth flatweed,0,0,0,0,0,0,0,1,0,1,
9/11/2016,Pandora Holliday,s4,2,2,Litter,0,0,0,0,0,0,0,0,0,70,
9/11/2016,Pandora Holliday,s4,2,2,Bareground,0,0,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,2,3,VULMYU,1,1,1,1,1,1,1,1,1,60,
9/11/2016,Pandora Holliday,s4,2,3,Aira,1,1,1,1,1,1,1,1,1,20,
9/11/2016,Pandora Holliday,s4,2,3,Sorrel,0,1,1,0,0,1,1,1,1,20,
9/11/2016,Pandora Holliday,s4,2,3,TRISUB,1,1,1,1,1,0,1,1,1,7,
9/11/2016,Pandora Holliday,s4,2,3,TRIARV,1,1,1,1,1,1,1,1,1,15,
9/11/2016,Pandora Holliday,s4,2,3,Red grass,1,1,1,1,1,0,0,0,0,15,
9/11/2016,Pandora Holliday,s4,2,3,TRIGLOM,1,1,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,2,3,Hairy panic,0,1,0,1,0,1,1,1,1,25,
9/11/2016,Pandora Holliday,s4,2,3,Hairy flatweed,0,0,1,0,0,1,0,1,0,5,
9/11/2016,Pandora Holliday,s4,2,3,AUSSCA,0,0,1,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,2,3,BRORUB,0,0,1,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,2,3,tiny dumpling seeds,0,0,1,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,2,3,Ringed Wallaby grass,0,0,0,0,0,1,0,0,0,2,
9/11/2016,Pandora Holliday,s4,2,3,Skeleton weed,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,2,3,BROHOR,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,2,3,Litter,0,0,0,0,0,0,0,0,0,90,
9/11/2016,Pandora Holliday,s4,2,3,Bareground,0,0,0,0,0,0,0,0,0,3,
9/11/2016,Pandora Holliday,s4,2,4,Sorrel,1,1,1,1,1,1,1,1,1,50,
9/11/2016,Pandora Holliday,s4,2,4,BRORUB,1,1,1,1,0,1,1,1,1,15,
9/11/2016,Pandora Holliday,s4,2,4,Aira,1,1,1,0,0,1,0,0,1,25,
9/11/2016,Pandora Holliday,s4,2,4,Ringed Wallaby grass,1,1,0,0,1,1,0,1,1,6,
9/11/2016,Pandora Holliday,s4,2,4,AUSSCA,1,0,0,0,0,0,0,0,1,2,
9/11/2016,Pandora Holliday,s4,2,4,VULMYU,1,1,1,1,1,1,1,1,1,15,
9/11/2016,Pandora Holliday,s4,2,4,Hairy flatweed,1,1,1,1,1,1,1,1,0,12,
9/11/2016,Pandora Holliday,s4,2,4,TRISUB,1,1,1,1,1,1,1,1,1,30,
9/11/2016,Pandora Holliday,s4,2,4,Red grass,0,1,1,0,0,0,0,0,0,5,
9/11/2016,Pandora Holliday,s4,2,4,TRIGLOM,0,0,1,0,1,0,0,0,0,2,
9/11/2016,Pandora Holliday,s4,2,4,Skeleton weed,0,0,0,0,1,1,0,0,0,3,
9/11/2016,Pandora Holliday,s4,2,4,Wheat grass,0,0,0,0,1,1,0,0,0,2,
9/11/2016,Pandora Holliday,s4,2,4,Hairy panic,0,0,0,0,0,1,0,1,1,18,
9/11/2016,Pandora Holliday,s4,2,4,Fire weed,0,0,0,0,0,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,2,4,Flat grass,0,0,0,0,0,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,2,4,TRIARV,0,0,0,0,0,1,0,0,0,2,
9/11/2016,Pandora Holliday,s4,2,4,Small cranesbill,0,0,0,0,0,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,2,4,Litter,0,0,0,0,0,0,0,0,0,70,
9/11/2016,Pandora Holliday,s4,2,4,Rock,0,0,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,2,4,Bareground,0,0,0,0,0,0,0,0,0,3,
9/11/2016,Pandora Holliday,s4,3,1,AUSSCA,1,1,1,1,0,0,0,0,0,8,
9/11/2016,Pandora Holliday,s4,3,1,TRIARV,1,1,1,1,1,1,1,1,1,18,
9/11/2016,Pandora Holliday,s4,3,1,VULMYU,1,1,1,1,1,1,1,1,1,90,
9/11/2016,Pandora Holliday,s4,3,1,Hairy flatweed,1,0,0,1,1,1,1,1,0,5,
9/11/2016,Pandora Holliday,s4,3,1,Aira,1,0,1,1,1,1,1,1,1,15,
9/11/2016,Pandora Holliday,s4,3,1,TRIGLOM,1,0,1,1,1,1,1,1,1,2,
9/11/2016,Pandora Holliday,s4,3,1,Red grass,1,0,0,1,1,1,1,1,1,10,
9/11/2016,Pandora Holliday,s4,3,1,Pattersons curse,0,1,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,1,TRISUB,0,0,1,1,1,1,1,1,1,10,
9/11/2016,Pandora Holliday,s4,3,1,BROHOR,0,0,0,0,1,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,1,Flat grass,0,0,1,0,0,1,0,0,0,10,
9/11/2016,Pandora Holliday,s4,3,1,BRORUB,0,0,0,0,0,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,1,Smooth flatweed,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,3,1,Litter,0,0,0,0,0,0,0,0,0,90,
9/11/2016,Pandora Holliday,s4,3,2,TRIARV,1,1,1,1,1,1,1,1,1,35,
9/11/2016,Pandora Holliday,s4,3,2,VULMYU,1,1,1,1,1,1,1,1,1,40,
9/11/2016,Pandora Holliday,s4,3,2,Aira,1,1,1,1,1,1,1,1,1,80,
9/11/2016,Pandora Holliday,s4,3,2,Flat grass,1,1,1,1,1,1,0,0,0,10,
9/11/2016,Pandora Holliday,s4,3,2,TRIGLOM,1,1,1,0,1,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,2,Hairy flatweed,1,1,1,1,1,1,1,0,0,6,
9/11/2016,Pandora Holliday,s4,3,2,Smooth flatweed,1,0,0,0,1,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,2,AUSSCA,1,1,0,0,0,0,0,0,0,3,
9/11/2016,Pandora Holliday,s4,3,2,BRORUB,1,0,1,0,1,0,0,1,1,2,
9/11/2016,Pandora Holliday,s4,3,2,Tiny buds,1,0,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,2,Hairy panic,0,1,0,1,0,1,0,1,0,6,
9/11/2016,Pandora Holliday,s4,3,2,Red grass,0,0,1,0,1,1,1,1,1,10,
9/11/2016,Pandora Holliday,s4,3,2,Small cranesbill,0,0,0,1,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,2,Big leaf cranesbill,0,0,0,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,3,2,Skeleton weed,0,0,0,0,0,0,0,0,1,3,
9/11/2016,Pandora Holliday,s4,3,2,TRISUB,0,0,0,0,1,1,1,1,1,12,
9/11/2016,Pandora Holliday,s4,3,2,Litter,0,0,0,0,0,0,0,0,0,75,
9/11/2016,Pandora Holliday,s4,3,2,Bareground,0,0,0,0,0,0,0,0,0,25,
9/11/2016,Pandora Holliday,s4,3,3,Aira,1,1,1,1,1,1,1,1,1,80,
9/11/2016,Pandora Holliday,s4,3,3,TRISUB,1,1,1,1,1,1,1,1,1,40,
9/11/2016,Pandora Holliday,s4,3,3,VULMYU,1,1,1,1,1,1,1,1,1,15,
9/11/2016,Pandora Holliday,s4,3,3,BRORUB,0,0,1,0,0,1,1,1,1,5,
9/11/2016,Pandora Holliday,s4,3,3,BROHOR,1,0,1,1,0,0,0,1,1,2,
9/11/2016,Pandora Holliday,s4,3,3,Smooth flatweed,1,1,1,1,0,1,1,1,0,3,
9/11/2016,Pandora Holliday,s4,3,3,Hairy flatweed,1,1,1,1,1,1,1,1,0,4,
9/11/2016,Pandora Holliday,s4,3,3,Red grass,1,1,0,1,1,1,1,1,1,40,
9/11/2016,Pandora Holliday,s4,3,3,Hairless tussock,1,0,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,3,Tiny buds,1,0,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,3,TRIARV,0,1,1,1,0,1,1,1,1,10,
9/11/2016,Pandora Holliday,s4,3,3,Small cranesbill,0,1,0,0,1,1,0,0,1,1,
9/11/2016,Pandora Holliday,s4,3,3,TRIGLOM,0,0,1,0,1,1,1,1,0,3,
9/11/2016,Pandora Holliday,s4,3,3,BRODIA,0,0,0,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,3,3,Ferny cranesbill,0,0,0,0,0,0,0,1,0,1,
9/11/2016,Pandora Holliday,s4,3,3,Fire weed,0,0,0,0,0,0,0,0,1,2,
9/11/2016,Pandora Holliday,s4,3,3,Litter,0,0,0,0,0,0,0,0,0,65,
9/11/2016,Pandora Holliday,s4,3,3,Bareground,0,0,0,0,0,0,0,0,0,3,
9/11/2016,Pandora Holliday,s4,3,4,VULMYU,1,1,1,1,1,1,1,1,1,75,
9/11/2016,Pandora Holliday,s4,3,4,BROHOR,0,1,1,0,0,0,1,1,1,1,
9/11/2016,Pandora Holliday,s4,3,4,Pattersons curse,1,0,0,0,1,1,0,0,0,3,
9/11/2016,Pandora Holliday,s4,3,4,TRISUB,1,1,1,1,1,1,1,1,1,20,
9/11/2016,Pandora Holliday,s4,3,4,TRIARV,1,1,1,1,1,0,1,0,1,5,
9/11/2016,Pandora Holliday,s4,3,4,BRORUB,0,1,1,1,0,1,1,1,1,4,
9/11/2016,Pandora Holliday,s4,3,4,Hairy flatweed,1,1,1,1,1,1,1,1,1,5,
9/11/2016,Pandora Holliday,s4,3,4,Red grass,1,1,1,1,0,1,1,1,1,15,
9/11/2016,Pandora Holliday,s4,3,4,Hairy panic,1,0,0,0,0,0,1,0,0,5,
9/11/2016,Pandora Holliday,s4,3,4,Flat grass,1,1,1,0,0,0,0,0,0,6,
9/11/2016,Pandora Holliday,s4,3,4,Aira,1,1,1,1,1,1,1,1,1,10,
9/11/2016,Pandora Holliday,s4,3,4,AUSSCA,1,0,0,0,0,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,4,Ferny cranesbill,0,1,0,0,0,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,4,Fire weed,0,0,1,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,3,4,TRIGLOM,0,0,1,0,1,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,4,Ringed Wallaby grass,0,0,0,0,1,0,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,4,Small cranesbill,0,0,0,0,0,0,1,0,0,1,
9/11/2016,Pandora Holliday,s4,3,4,Smooth flatweed,0,0,0,0,0,0,0,0,1,1,
9/11/2016,Pandora Holliday,s4,3,4,AUSBIG,0,0,0,0,1,1,0,0,0,1,
9/11/2016,Pandora Holliday,s4,3,4,Litter,0,0,0,0,0,0,0,0,0,85,
9/11/2016,Pandora Holliday,s4,3,4,Bareground,0,0,0,0,0,0,0,0,0,7,
9/11/2016,Pandora Holliday,s4,4,1,VULMYU,1,1,1,1,1,1,1,1,1,30,
