date,site,observer,quadrat,id,1_pc,1_9,2_pc,2_9,3_pc,3_9,4_pc,4_9,5_pc,5_9,6_pc,6_9,7_pc,7_9,8_pc,8_9,9_pc,9_9,10_pc,10_9
5/11/2011,s3,Don,1,long storks bill,0.00,0,1.00,2,0.00,0,1.00,1,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,2,long storks bill,1.00,1,0.00,0,0.00,0,5.00,1,0.00,0,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,4,long storks bill,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,2.00,1,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,long storks bill,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,Lythrum hyssopifolia,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Don,1,mini flat weed,1.00,2,1.00,2,0.00,0,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0
6/11/2011,w3,Andrew,4,mini flat weed,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,1,mini flatweed,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,3
12/11/2011,s2,Group,3,mini flatweed,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,5,0.00,0
30/10/2011,s4,Don,1,mini flatweed,5.00,9,5.00,8,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Robyn Whipp,2,mini flatweed,1.00,2,4.00,9,5.00,9,10.00,9,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,mini flatweed,1.00,2,2.00,5,10.00,9,30.00,9,2.00,9,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,mini flatweed,1.00,5,1.00,1,0.00,0,5.00,9,0.00,0,3.00,3,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,Narrow whorled,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1
29/10/2011,w1,Don,4,Narrow whorled,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,1,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,3,native geraneum,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,4,native geraneum,0.00,0,0.00,0,1.00,1,0.00,0,1.00,1,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Felicity,2,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,6
29/10/2011,w1,Group,4,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,5.00,2,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2
29/10/2011,w1,Don,4,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Don,1,native geraneum,0.00,0,0.00,0,3.00,1,1.00,1,15.00,3,5.00,4,0.00,0,7.00,3,0.00,0,0.00,0
12/11/2011,w2,Nola,2,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,30.00,5,0.00,0,0.00,0,0.00,0,5.00,1
12/11/2011,w2,Pax,4,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,55.00,6,15.00,9,0.00,0,0.00,0,0.00,0,3.00,2
6/11/2011,w3,Don,1,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Group,3,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Andrew,4,native geraneum,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,1,native lovegrass,2.00,5,5.00,2,2.00,1,20.00,5,1.00,1,0.00,0,20.00,9,4.00,1,0.00,0,2.00,1
12/11/2011,s2,Group,1,native panic grass,4.00,3,6.00,6,3.00,3,4.00,3,28.00,4,10.00,9,0.00,0,0.00,0,2.00,3,0.00,0
12/11/2011,s2,Group,3,native panic grass,5.00,5,4.00,4,2.00,4,10.00,5,1.00,2,15.00,9,4.00,1,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,4,native panic grass,8.00,5,1.00,4,2.00,1,5.00,5,10.00,9,0.00,0,0.00,0,0.00,0,5.00,3,0.00,0
5/11/2011,s3,Don,1,native panic grass,0.00,0,0.00,0,9.00,9,9.00,9,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0
5/11/2011,s3,Group,2,native panic grass,3.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,4,native panic grass,0.00,0,0.00,0,0.00,0,8.00,8,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,5.00,2
13/11/2011,s5,Group,1,native panic grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,14.00,9,0.00,0
13/11/2011,s5,"Nola, Penny",2,native panic grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,4,0.00,0,5.00,3,0.00,0
13/11/2011,s5,Group,3,native panic grass,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Felicity,2,native panic grass,9.00,9,0.00,0,9.00,9,0.00,0,0.00,0,1.00,1,3.00,3,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,native panic grass,9.00,9,3.00,2,9.00,9,0.00,0,9.00,9,0.00,0,5.00,9,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Group,4,native panic grass,9.00,9,1.00,1,9.00,9,0.00,0,9.00,9,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,native panic grass,9.00,9,0.00,0,9.00,9,0.00,0,8.00,8,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Don,1,native panic grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Nola,2,native panic grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Pax,4,native panic grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0
2/11/2011,w4,Don,1,native panic grass,0.00,0,3.00,3,0.00,0,0.00,0,9.00,9,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,2,native panic grass,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,1,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,3,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,4,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,2.00,3,0.00,0,0.00,0,1.00,5,0.00,0
5/11/2011,s3,Don,1,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,12.00,7,0.00,0,3.00,2,0.00,0,1.00,1
5/11/2011,s3,Group,2,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,4.00,3
5/11/2011,s3,Group,4,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Don,1,Native wheat grass,0.00,0,15.00,6,0.00,0,15.00,6,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Robyn Whipp,2,Native wheat grass,0.00,0,1.00,1,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0
30/10/2011,s4,John Fitzgerald,3,Native wheat grass,5.00,7,0.00,0,5.00,5,0.00,0,1.00,2,1.00,2,0.00,0,0.00,0,0.00,0,5.00,4
30/10/2011,s4,Group,4,Native wheat grass,1.00,2,0.00,0,0.00,0,2.00,1,4.00,6,18.00,6,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,1,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,1.00,2,0.00,0
13/11/2011,s5,"Nola, Penny",2,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,1.00,1
6/11/2011,w3,Don,1,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,2,0.00,0,1.00,2,1.00,2,10.00,3
6/11/2011,w3,Group,3,Native wheat grass,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Andrew,4,Native wheat grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0
2/11/2011,w4,Don,1,Native wheat grass,12.00,3,2.00,1,0.00,0,8.00,9,1.00,2,1.00,2,0.00,0,2.00,3,0.00,0,3.00,4
14/11/2011,w4,Group,2,Native wheat grass,11.00,8,0.00,0,4.00,3,20.00,9,35.00,7,0.00,0,4.00,3,1.00,1,0.00,0,1.00,2
14/11/2011,w4,Group,4,Native wheat grass,1.00,2,0.00,0,4.00,4,3.00,5,15.00,6,0.00,0,1.00,1,0.00,0,15.00,4,2.00,2
5/11/2011,s3,Don,1,new cudweed,30.00,9,0.00,0,0.00,0,5.00,2,1.00,1,1.00,1,1.00,1,0.00,0,1.00,1,0.00,0
5/11/2011,s3,Group,2,new cudweed,11.00,2,5.00,2,0.00,0,17.00,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,2,new cudweed,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,2,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,4,new cudweed,0.00,0,6.00,4,0.00,0,0.00,0,0.00,0,0.00,0,1.00,4,1.00,4,0.00,0,0.00,0
6/11/2011,w3,Don,1,new cudweed,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Andrew,4,new cudweed,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0
13/11/2011,w5,Don,1,nine awn grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,Pax,2,nine awn grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,John,3,nine awn grass,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Don,1,nodding thistle,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Nola,2,nodding thistle,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Pax,4,nodding thistle,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
2/11/2011,w4,Don,1,nodding thistle,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,2,nodding thistle,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
14/11/2011,w4,Group,4,nodding thistle,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Don,1,Not Sherardia,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,2,Not Sherardia,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
5/11/2011,s3,Group,4,Not Sherardia,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,Not Sherardia,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,Not Sherardia,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,3,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,1,oval brome,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0,0.00,0
12/11/2011,s2,Group,3,oval brome,0.00,0,0.00,0,0.00,0,0.00,0,1.00,3,0.00,0,0.00,0,0.00,0,20.00,9,0.00,0
12/11/2011,s2,Group,4,oval brome,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,5,5.00,6,20.00,9,0.00,0
5/11/2011,s3,Don,1,oval brome,1.00,2,4.00,8,5.00,4,0.00,0,5.00,4,3.00,5,6.00,4,1.00,2,0.00,0,16.00,8
5/11/2011,s3,Group,2,oval brome,20.00,3,4.00,2,15.00,9,10.00,7,1.00,1,1.00,2,0.00,0,15.00,8,2.00,9,5.00,5
5/11/2011,s3,Group,4,oval brome,0.00,0,2.00,2,3.00,4,8.00,5,5.00,2,2.00,3,2.00,4,2.00,5,15.00,7,1.00,1
30/10/2011,s4,Don,1,oval brome,0.00,0,0.00,0,3.00,3,0.00,0,5.00,4,0.00,0,0.00,0,5.00,6,0.00,0,1.00,1
30/10/2011,s4,Robyn Whipp,2,oval brome,0.00,0,1.00,1,0.00,0,0.00,0,5.00,3,0.00,0,0.00,0,15.00,8,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,oval brome,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,5.00,3,0.00,0,1.00,1
30/10/2011,s4,Group,4,oval brome,0.00,0,0.00,0,2.00,2,0.00,0,4.00,9,0.00,0,2.00,2,0.00,0,0.00,0,3.00,6
13/11/2011,s5,Group,1,oval brome,1.00,4,0.00,0,0.00,0,1.00,3,0.00,0,0.00,0,2.00,7,1.00,1,1.00,1,0.00,0
13/11/2011,s5,"Nola, Penny",2,oval brome,7.00,9,2.00,2,0.00,0,0.00,0,0.00,0,2.00,4,10.00,8,0.00,0,0.00,0,0.00,0
13/11/2011,s5,Group,3,oval brome,0.00,0,0.00,0,0.00,0,0.00,0,4.00,4,2.00,2,3.00,7,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Felicity,2,oval brome,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Don,4,oval brome,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,1,0.00,0,0.00,0,0.00,0
29/10/2011,w1,Group,4,oval brome,0.00,0,0.00,0,0.00,0,0.00,0,2.00,1,0.00,0,1.00,4,2.00,3,0.00,0,0.00,0
29/10/2011,w1,Don,4,oval brome,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Don,1,oval brome,3.00,7,0.00,0,3.00,5,1.00,1,0.00,0,0.00,0,1.00,4,0.00,0,1.00,2,0.00,0
12/11/2011,w2,Nola,2,oval brome,10.00,9,0.00,0,5.00,2,0.00,0,0.00,0,1.00,2,5.00,4,1.00,1,0.00,0,1.00,2
12/11/2011,w2,Pax,4,oval brome,7.00,7,2.00,1,12.00,8,0.00,0,0.00,0,0.00,0,1.00,3,1.00,1,1.00,7,0.00,0
6/11/2011,w3,Don,1,oval brome,60.00,9,3.00,5,1.00,3,35.00,9,60.00,9,3.00,6,1.00,1,2.00,3,1.00,9,4.00,5
6/11/2011,w3,Group,3,oval brome,1.00,2,1.00,1,5.00,6,5.00,9,4.00,8,1.00,5,0.00,0,0.00,0,30.00,7,15.00,6
6/11/2011,w3,Andrew,4,oval brome,0.00,0,5.00,7,6.00,7,8.00,8,17.00,9,2.00,5,2.00,2,0.00,0,4.00,6,5.00,5
2/11/2011,w4,Don,1,oval brome,0.00,0,5.00,8,2.00,4,0.00,0,8.00,8,0.00,0,6.00,8,10.00,6,20.00,9,0.00,0
14/11/2011,w4,Group,2,oval brome,0.00,0,20.00,8,0.00,0,0.00,0,7.00,3,0.00,0,1.00,3,30.00,9,5.00,1,0.00,0
14/11/2011,w4,Group,4,oval brome,0.00,0,3.00,4,5.00,1,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0
13/11/2011,w5,Don,1,oval brome,70.00,9,0.00,0,4.00,7,3.00,7,1.00,4,6.00,7,1.00,7,0.00,0,60.00,9,2.00,6
13/11/2011,w5,Pax,2,oval brome,9.00,9,15.00,9,12.00,9,1.00,2,5.00,8,3.00,5,3.00,6,1.00,3,65.00,9,20.00,9
13/11/2011,w5,John,3,oval brome,10.00,9,2.00,9,1.00,3,1.00,1,5.00,9,0.00,0,0.00,0,0.00,0,0.00,0,11.00,8
12/11/2011,s2,Group,1,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,3,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,4,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Don,1,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Nola,2,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Pax,4,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Don,1,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,55.00,9,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Group,3,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Andrew,4,oval creeper,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,s1,Don,1,oxailis,5.00,2,5.00,3,10.00,4,1.00,1,0.00,0,10.00,4,0.00,0,5.00,6,0.00,0,10.00,5
29/10/2011,s1,Don,2,oxailis,0.00,0,5.00,5,2.00,1,2.00,1,1.00,2,0.00,0,2.00,2,0.00,0,0.00,0,1.00,2
12/11/2011,s2,Group,1,oxailis,1.00,3,0.00,0,3.00,3,0.00,0,0.00,0,1.00,1,1.00,2,1.00,4,2.00,4,0.00,0
12/11/2011,s2,Group,3,oxailis,1.00,1,0.00,0,2.00,8,0.00,0,1.00,1,1.00,1,1.00,2,1.00,2,4.00,5,1.00,2
5/11/2011,s3,Don,1,oxailis,1.00,1,0.00,0,2.00,2,1.00,1,1.00,1,2.00,1,4.00,4,1.00,1,5.00,5,1.00,1
5/11/2011,s3,Group,4,oxailis,0.00,0,0.00,0,1.00,4,0.00,0,0.00,0,0.00,0,2.00,2,1.00,2,9.00,8,3.00,3
29/10/2011,w1,Don,4,oxailis,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0
29/10/2011,w1,Group,4,oxailis,0.00,0,0.00,0,1.00,1,2.00,4,0.00,0,1.00,1,1.00,3,0.00,0,1.00,1,0.00,0
29/10/2011,w1,Don,4,oxailis,0.00,0,1.00,6,1.00,1,1.00,2,1.00,2,0.00,0,1.00,1,0.00,0,1.00,1,1.00,1
12/11/2011,w2,Nola,2,oxailis,0.00,0,0.00,0,0.00,0,5.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,w2,Pax,4,oxailis,0.00,0,0.00,0,0.00,0,0.00,0,2.00,6,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Don,1,oxailis,20.00,9,4.00,2,0.00,0,2.00,1,0.00,0,0.00,0,1.00,2,15.00,8,0.00,0,0.00,0
6/11/2011,w3,Andrew,4,oxailis,5.00,8,4.00,4,1.00,2,2.00,2,1.00,1,0.00,0,3.00,3,2.00,4,0.00,0,0.00,0
2/11/2011,w4,Don,1,oxailis,0.00,0,0.00,0,2.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,4,1.00,1
14/11/2011,w4,Group,2,oxailis,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0
13/11/2011,w5,Don,1,oxailis,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,2.00,1,0.00,0
13/11/2011,s5,"Nola, Penny",2,Oxalis,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.00,7,0.00,0,0.00,0,1.00,1
13/11/2011,s5,Group,3,Oxalis,0.00,0,0.00,0,1.00,2,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,1.00,1,1.00,2
12/11/2011,s1,Group,4,oxalis ,1.00,1,1.00,1,0.00,0,0.00,0,0.00,0,3.00,3,0.00,0,1.00,2,7.00,4,0.00,0
12/11/2011,s2,Group,4,oxalis ,1.00,1,1.00,6,0.00,0,0.00,0,0.00,0,0.00,0,1.00,6,1.00,6,2.00,9,0.00,0
5/11/2011,s3,Group,2,oxalis ,0.00,0,0.00,0,3.00,2,7.00,2,1.00,1,0.00,0,20.00,6,2.00,2,3.00,4,1.00,2
13/11/2011,s5,Group,1,oxalis ,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,4.00,5,0.00,0
29/10/2011,w1,Felicity,2,oxalis ,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3.00,3
12/11/2011,w2,Don,1,oxalis ,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
6/11/2011,w3,Group,3,oxalis ,3.00,8,0.00,0,5.00,7,0.00,0,0.00,0,0.00,0,0.00,0,2.00,5,0.00,0,0.00,0
14/11/2011,w4,Group,4,oxalis ,0.00,0,0.00,0,20.00,8,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,1.00,2,1.00,1
13/11/2011,w5,Pax,2,oxalis ,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,4,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,John,3,oxalis ,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Don,1,Oxalis perennans,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Robyn Whipp,2,Oxalis perennans,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0
30/10/2011,s4,John Fitzgerald,3,Oxalis perennans,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,Oxalis perennans,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,s1,Don,2,Panicum effusum,0.00,0,0.00,0,3.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,4.00,1
30/10/2011,s4,Don,1,Panicum effusum,5.00,5,0.00,0,2.00,2,9.00,9,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,1.00,1
30/10/2011,s4,Robyn Whipp,2,Panicum effusum,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0
30/10/2011,s4,John Fitzgerald,3,Panicum effusum,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0
30/10/2011,s4,Group,4,Panicum effusum,1.00,1,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
13/11/2011,w5,Don,1,Panicum effusum,0.00,0,2.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,2,0.00,0
13/11/2011,w5,Pax,2,Panicum effusum,0.00,0,0.00,0,0.00,0,0.00,0,2.00,1,0.00,0,0.00,0,0.00,0,0.00,0,2.00,1
5/11/2011,s3,Group,2,Paronychia braziliana,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1
13/11/2011,s5,"Nola, Penny",2,Paronychia braziliana,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,5.00,9,0.00,0,0.00,0,1.00,1,0.00,0
29/10/2011,s1,Don,1,Patterson's curse,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
29/10/2011,s1,Don,2,Patterson's curse,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s1,Group,4,Patterson's curse,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
12/11/2011,s2,Group,1,Patterson's curse,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
